Date;Time;Ventilation Indicator;IAQ Indicator;Virus Index;thermalIndicator;Temperature (°C);Humidity (%);CO2 (ppm);Formaldehyde (µg/m³);TVOC (ppb);PM 1.0 (µg/m³);PM 4.0 (µg/m³);PM 10 (µg/m³);PM 2.5 (µg/m³)
2025-05-13;02:24:19;100.00;86.00;88.00;100.00;23.50;36.00;513.00;1.00;165.00;1.00;1.00;1.00;1.00
2025-05-13;02:34:19;100.00;87.00;88.00;100.00;23.50;36.00;511.00;1.00;158.00;1.00;1.00;1.00;1.00
2025-05-13;02:44:18;100.00;89.00;89.00;100.00;23.50;36.00;504.00;1.00;151.00;1.00;1.00;1.00;1.00
2025-05-13;02:54:18;100.00;89.00;89.00;100.00;23.40;36.00;503.00;1.00;150.00;1.00;1.00;1.00;1.00
2025-05-13;03:04:19;100.00;89.00;89.00;100.00;23.40;37.00;503.00;1.00;149.00;1.00;1.00;1.00;1.00
2025-05-13;03:14:18;100.00;88.00;89.00;100.00;23.40;37.00;506.00;1.00;153.00;1.00;1.00;1.00;1.00
2025-05-13;03:24:18;100.00;89.00;89.00;100.00;23.40;37.00;509.00;1.00;147.00;1.00;1.00;1.00;1.00
2025-05-13;03:34:19;100.00;90.00;89.00;100.00;23.40;37.00;504.00;1.00;144.00;1.00;1.00;1.00;1.00
2025-05-13;03:44:18;100.00;90.00;89.00;100.00;23.40;38.00;506.00;1.00;144.00;1.00;1.00;1.00;1.00
2025-05-13;03:54:18;100.00;87.00;88.00;100.00;23.40;38.00;517.00;1.00;161.00;1.00;1.00;1.00;1.00
2025-05-13;04:04:19;100.00;85.00;89.00;100.00;23.40;38.00;514.00;1.00;170.00;1.00;1.00;1.00;1.00
2025-05-13;04:14:18;100.00;85.00;88.00;100.00;23.40;38.00;519.00;1.00;169.00;1.00;1.00;1.00;1.00
2025-05-13;04:24:18;100.00;88.00;88.00;100.00;23.40;38.00;518.00;1.00;155.00;1.00;1.00;1.00;1.00
2025-05-13;04:34:18;100.00;88.00;88.00;100.00;23.30;38.00;526.00;1.00;152.00;1.00;1.00;1.00;1.00
2025-05-13;04:44:18;100.00;89.00;87.00;100.00;23.30;38.00;531.00;1.00;146.00;1.00;1.00;1.00;1.00
2025-05-13;04:54:18;100.00;89.00;87.00;100.00;23.30;38.00;535.00;1.00;142.00;1.00;1.00;1.00;1.00
2025-05-13;05:04:19;100.00;88.00;85.00;100.00;23.30;38.00;555.00;1.00;148.00;1.00;1.00;1.00;1.00
2025-05-13;05:14:18;100.00;91.00;88.00;100.00;23.20;38.00;524.00;1.00;131.00;1.00;1.00;1.00;1.00
2025-05-13;05:24:18;100.00;95.00;91.00;100.00;23.20;38.00;486.00;1.00;108.00;1.00;1.00;1.00;1.00
2025-05-13;05:34:19;100.00;97.00;94.00;100.00;23.10;38.00;459.00;1.00;94.00;1.00;1.00;1.00;1.00
2025-05-13;05:44:18;100.00;97.00;94.00;100.00;23.10;38.00;456.00;1.00;97.00;1.00;1.00;1.00;1.00
2025-05-13;05:54:19;100.00;94.00;90.00;100.00;23.20;38.00;501.00;1.00;117.00;1.00;1.00;1.00;1.00
2025-05-13;06:04:19;100.00;92.00;87.00;100.00;23.20;38.00;531.00;1.00;121.00;1.00;1.00;1.00;1.00
2025-05-13;06:14:19;100.00;92.00;86.00;100.00;23.30;38.00;543.00;1.00;120.00;1.00;1.00;1.00;1.00
2025-05-13;06:24:19;100.00;91.00;86.00;100.00;23.30;38.00;545.00;1.00;121.00;1.00;1.00;1.00;1.00
2025-05-13;06:34:18;100.00;90.00;84.00;100.00;23.30;37.00;559.00;1.00;128.00;1.00;1.00;1.00;1.00
2025-05-13;06:44:18;100.00;94.00;88.00;100.00;23.30;37.00;513.00;1.00;106.00;1.00;1.00;1.00;1.00
2025-05-13;06:54:19;100.00;94.00;89.00;100.00;23.40;37.00;505.00;1.00;115.00;1.00;1.00;1.00;1.00
2025-05-13;07:04:19;100.00;96.00;93.00;100.00;23.20;37.00;468.00;1.00;100.00;1.00;1.00;1.00;1.00
2025-05-13;07:14:18;100.00;96.00;93.00;100.00;23.30;37.00;467.00;1.00;110.00;1.00;1.00;1.00;1.00
2025-05-13;07:24:18;100.00;98.00;96.00;100.00;23.20;37.00;440.00;1.00;97.00;1.00;1.00;1.00;1.00
2025-05-13;07:34:18;100.00;98.00;96.00;100.00;23.30;37.00;436.00;1.00;103.00;1.00;1.00;1.00;1.00
2025-05-13;07:44:19;100.00;99.00;98.00;100.00;23.30;37.00;420.00;1.00;95.00;1.00;1.00;1.00;1.00
2025-05-13;07:54:19;100.00;98.00;98.00;100.00;23.40;37.00;419.00;1.00;103.00;1.00;1.00;1.00;1.00
2025-05-13;08:04:18;100.00;98.00;99.00;100.00;23.30;37.00;409.00;1.00;105.00;1.00;1.00;1.00;1.00
2025-05-13;08:14:20;100.00;95.00;99.00;100.00;23.40;37.00;405.00;1.00;124.00;1.00;1.00;1.00;1.00
2025-05-13;08:24:19;100.00;93.00;100.00;100.00;23.40;37.00;403.00;1.00;131.00;1.00;1.00;1.00;1.00
2025-05-13;08:34:19;100.00;91.00;97.00;100.00;23.40;37.00;425.00;1.00;142.00;1.00;1.00;1.00;1.00
2025-05-13;08:44:18;100.00;90.00;94.00;100.00;23.40;38.00;460.00;1.00;150.00;1.00;1.00;1.00;1.00
2025-05-13;08:54:19;100.00;71.00;89.00;100.00;23.40;38.00;515.00;1.00;355.00;1.00;1.00;1.00;1.00
2025-05-13;09:04:18;100.00;70.00;86.00;100.00;23.50;38.00;547.00;1.00;362.00;1.00;1.00;1.00;1.00
2025-05-13;09:14:19;100.00;73.00;87.00;100.00;23.60;38.00;537.00;1.00;320.00;1.00;1.00;1.00;1.00
2025-05-13;09:24:18;100.00;77.00;89.00;100.00;23.70;37.00;504.00;1.00;257.00;1.00;1.00;1.00;1.00
2025-05-13;09:34:18;100.00;79.00;92.00;100.00;23.70;37.00;480.00;1.00;227.00;1.00;1.00;1.00;1.00
2025-05-13;09:44:18;100.00;82.00;94.00;100.00;23.60;36.00;455.00;1.00;196.00;1.00;1.00;1.00;1.00
2025-05-13;09:54:19;100.00;87.00;96.00;100.00;23.60;36.00;437.00;1.00;167.00;1.00;1.00;1.00;1.00
2025-05-13;10:04:18;100.00;90.00;97.00;100.00;23.60;36.00;427.00;1.00;152.00;1.00;1.00;1.00;1.00
2025-05-13;10:14:18;100.00;93.00;98.00;100.00;23.40;36.00;416.00;1.00;133.00;1.00;1.00;1.00;1.00
2025-05-13;10:24:18;100.00;95.00;99.00;100.00;23.40;36.00;409.00;1.00;124.00;1.00;1.00;1.00;1.00
2025-05-13;10:34:19;100.00;96.00;100.00;100.00;23.40;36.00;402.00;1.00;115.00;1.00;1.00;1.00;1.00
2025-05-13;10:44:18;100.00;97.00;100.00;100.00;23.40;36.00;400.00;1.00;111.00;1.00;1.00;1.00;1.00
2025-05-13;10:54:18;100.00;99.00;100.00;100.00;23.40;36.00;400.00;1.00;101.00;1.00;1.00;1.00;1.00
2025-05-13;11:04:19;100.00;100.00;100.00;100.00;23.40;36.00;400.00;1.00;90.00;1.00;1.00;1.00;1.00
2025-05-13;11:14:18;100.00;99.00;100.00;100.00;23.40;36.00;400.00;1.00;98.00;1.00;1.00;1.00;1.00
2025-05-13;11:24:19;100.00;99.00;100.00;100.00;23.40;36.00;400.00;1.00;97.00;1.00;1.00;1.00;1.00
2025-05-13;11:34:19;100.00;99.00;100.00;100.00;23.40;36.00;400.00;1.00;101.00;1.00;1.00;1.00;1.00
2025-05-13;11:44:18;100.00;99.00;100.00;100.00;23.40;36.00;400.00;1.00;99.00;1.00;1.00;1.00;1.00
2025-05-13;11:54:18;100.00;99.00;100.00;100.00;23.40;36.00;400.00;1.00;97.00;1.00;1.00;1.00;1.00
2025-05-13;12:04:18;100.00;100.00;100.00;100.00;23.50;35.00;400.00;1.00;96.00;1.00;1.00;1.00;1.00
2025-05-13;12:14:18;100.00;99.00;100.00;100.00;23.50;36.00;400.00;1.00;100.00;1.00;1.00;1.00;1.00
2025-05-13;12:24:19;100.00;98.00;99.00;100.00;23.30;37.00;412.00;1.00;106.00;1.00;1.00;1.00;1.00
2025-05-13;12:34:19;100.00;94.00;94.00;100.00;23.30;37.00;461.00;1.00;124.00;1.00;1.00;1.00;1.00
2025-05-13;12:44:18;100.00;90.00;91.00;100.00;23.40;37.00;489.00;1.00;142.00;1.00;1.00;1.00;1.00
2025-05-13;12:54:18;100.00;91.00;93.00;100.00;23.60;37.00;465.00;1.00;138.00;1.00;1.00;1.00;1.00
2025-05-13;13:04:19;100.00;90.00;95.00;100.00;23.60;37.00;452.00;1.00;146.00;1.00;1.00;1.00;1.00
2025-05-13;13:14:19;100.00;90.00;96.00;100.00;23.60;37.00;438.00;1.00;147.00;1.00;1.00;1.00;1.00
2025-05-13;13:24:18;100.00;80.00;95.00;100.00;23.60;38.00;450.00;1.00;202.00;1.00;1.00;1.00;1.00
2025-05-13;13:34:19;100.00;74.00;92.00;100.00;23.80;39.00;485.00;1.00;299.00;1.00;1.00;1.00;1.00
2025-05-13;13:44:19;100.00;68.00;89.00;100.00;23.90;40.00;515.00;1.00;397.00;1.00;1.00;1.00;1.00
2025-05-13;13:54:18;100.00;66.00;87.00;100.00;23.90;40.00;538.00;1.00;434.00;1.00;1.00;1.00;1.00
2025-05-13;14:04:18;100.00;64.00;85.00;100.00;23.90;40.00;560.00;1.00;455.00;1.00;1.00;1.00;1.00
2025-05-13;14:14:18;100.00;66.00;86.00;100.00;23.90;40.00;550.00;1.00;429.00;1.00;1.00;1.00;1.00
2025-05-13;14:24:19;100.00;69.00;89.00;100.00;23.90;39.00;517.00;1.00;380.00;1.00;1.00;1.00;1.00
2025-05-13;14:34:19;100.00;71.00;91.00;100.00;23.90;39.00;499.00;1.00;356.00;1.00;1.00;1.00;1.00
2025-05-13;14:44:19;100.00;73.00;93.00;100.00;23.90;39.00;478.00;1.00;325.00;1.00;1.00;1.00;1.00
2025-05-13;14:54:19;100.00;75.00;94.00;100.00;23.90;39.00;459.00;1.00;290.00;1.00;1.00;1.00;1.00
2025-05-13;15:04:19;100.00;77.00;96.00;100.00;23.90;39.00;444.00;1.00;257.00;1.00;1.00;1.00;1.00
2025-05-13;15:14:19;100.00;78.00;97.00;100.00;23.90;39.00;432.00;1.00;245.00;1.00;1.00;1.00;1.00
2025-05-13;15:24:18;100.00;78.00;98.00;100.00;23.90;39.00;425.00;1.00;237.00;1.00;1.00;1.00;1.00
2025-05-13;15:34:19;100.00;78.00;98.00;100.00;23.90;39.00;416.00;1.00;235.00;1.00;1.00;1.00;1.00
2025-05-13;15:44:19;100.00;79.00;99.00;100.00;23.90;40.00;409.00;1.00;229.00;1.00;1.00;1.00;1.00
2025-05-13;15:54:19;100.00;79.00;100.00;100.00;23.90;41.00;402.00;1.00;227.00;1.00;1.00;1.00;1.00
2025-05-13;16:04:18;100.00;79.00;100.00;100.00;23.90;42.00;401.00;1.00;232.00;1.00;1.00;1.00;1.00
2025-05-13;16:14:18;100.00;78.00;100.00;100.00;23.90;42.00;400.00;1.00;235.00;1.00;1.00;1.00;1.00
2025-05-13;16:24:19;100.00;78.00;100.00;100.00;23.80;42.00;404.00;1.00;239.00;2.00;2.00;2.00;2.00
2025-05-13;16:34:19;100.00;77.00;96.00;100.00;23.90;43.00;454.00;1.00;260.00;2.00;2.00;2.00;2.00
2025-05-13;16:44:19;100.00;75.00;91.00;100.00;24.00;43.00;510.00;1.00;284.00;2.00;2.00;2.00;2.00
2025-05-13;16:54:18;100.00;76.00;92.00;100.00;24.00;44.00;504.00;1.00;269.00;2.00;2.00;2.00;2.00
2025-05-13;17:04:19;100.00;75.00;92.00;100.00;24.10;44.00;499.00;1.00;281.00;2.00;2.00;2.00;2.00
2025-05-13;17:14:19;100.00;76.00;94.00;100.00;24.10;44.00;475.00;1.00;269.00;2.00;2.00;2.00;2.00
2025-05-13;17:24:19;100.00;77.00;95.00;100.00;24.10;44.00;461.00;1.00;264.00;2.00;2.00;2.00;2.00
2025-05-13;17:34:18;100.00;77.00;96.00;100.00;24.20;44.00;444.00;1.00;259.00;2.00;2.00;2.00;2.00
2025-05-13;17:44:19;100.00;78.00;98.00;100.00;24.20;43.00;425.00;1.00;241.00;1.00;1.00;1.00;1.00
2025-05-13;17:54:19;100.00;79.00;99.00;100.00;24.10;41.00;412.00;1.00;225.00;1.00;1.00;1.00;1.00
2025-05-13;18:04:19;100.00;81.00;100.00;100.00;24.10;39.00;403.00;1.00;201.00;1.00;1.00;1.00;1.00
2025-05-13;18:14:19;100.00;85.00;100.00;100.00;24.10;38.00;400.00;1.00;180.00;1.00;1.00;1.00;1.00
2025-05-13;18:24:18;100.00;85.00;100.00;100.00;24.10;38.00;405.00;1.00;175.00;1.00;1.00;1.00;1.00
2025-05-13;18:34:18;100.00;79.00;96.00;100.00;24.10;39.00;442.00;1.00;220.00;1.00;1.00;1.00;1.00
2025-05-13;18:44:19;100.00;77.00;92.00;100.00;24.10;39.00;487.00;1.00;260.00;1.00;1.00;1.00;1.00
2025-05-13;18:54:19;100.00;71.00;88.00;100.00;24.10;39.00;527.00;1.00;352.00;1.00;1.00;1.00;1.00
2025-05-13;19:04:19;100.00;66.00;85.00;100.00;24.20;39.00;557.00;1.00;421.00;1.00;1.00;1.00;1.00
2025-05-13;19:14:19;100.00;62.00;82.00;100.00;24.20;39.00;589.00;1.00;498.00;1.00;1.00;1.00;1.00
2025-05-13;19:24:19;100.00;61.00;80.00;100.00;24.20;39.00;605.00;1.00;500.00;1.00;1.00;1.00;1.00
2025-05-13;19:34:19;98.00;56.00;78.00;100.00;24.20;38.00;630.00;1.00;577.00;1.00;1.00;1.00;1.00
2025-05-13;19:44:19;97.00;55.00;77.00;100.00;24.30;38.00;637.00;1.00;595.00;1.00;1.00;1.00;1.00
2025-05-13;19:54:19;95.00;54.00;74.00;100.00;24.20;38.00;665.00;1.00;605.00;1.00;1.00;1.00;1.00
2025-05-13;20:04:18;96.00;58.00;75.00;100.00;24.20;38.00;659.00;1.00;548.00;1.00;1.00;1.00;1.00
2025-05-13;20:14:19;90.00;53.00;68.00;100.00;24.20;39.00;727.00;1.00;615.00;2.00;2.00;2.00;2.00
2025-05-13;20:24:19;88.00;56.00;64.00;100.00;24.20;38.00;760.00;1.00;541.00;2.00;2.00;2.00;2.00
2025-05-13;20:34:18;94.00;58.00;70.00;100.00;24.30;37.00;686.00;1.00;542.00;1.00;2.00;2.00;1.00
2025-05-13;20:44:18;94.00;54.00;70.00;100.00;24.30;37.00;684.00;1.00;601.00;1.00;1.00;1.00;1.00
2025-05-13;20:54:19;93.00;56.00;70.00;100.00;24.30;36.00;690.00;1.00;576.00;1.00;1.00;1.00;1.00
2025-05-13;21:04:18;93.00;30.00;69.00;100.00;24.30;36.00;692.00;1.00;1014.00;1.00;1.00;1.00;1.00
2025-05-13;21:14:19;93.00;24.00;69.00;100.00;24.30;36.00;698.00;1.00;1119.00;1.00;1.00;1.00;1.00
2025-05-13;21:24:19;93.00;23.00;69.00;100.00;24.30;37.00;700.00;1.00;1145.00;1.00;1.00;1.00;1.00
2025-05-13;21:34:19;91.00;23.00;67.00;100.00;24.20;37.00;726.00;1.00;1125.00;1.00;1.00;1.00;1.00
2025-05-13;21:44:19;91.00;27.00;67.00;100.00;24.20;37.00;726.00;1.00;1061.00;1.00;1.00;1.00;1.00
2025-05-13;21:54:19;91.00;32.00;67.00;100.00;24.20;37.00;720.00;1.00;977.00;1.00;1.00;1.00;1.00
2025-05-13;22:04:19;90.00;30.00;66.00;100.00;24.10;37.00;739.00;1.00;1004.00;1.00;1.00;1.00;1.00
2025-05-13;22:14:18;89.00;22.00;65.00;100.00;24.20;37.00;743.00;1.00;1145.00;1.00;1.00;1.00;1.00
2025-05-13;22:24:19;89.00;0.00;65.00;100.00;24.10;37.00;749.00;1.00;1856.00;1.00;1.00;1.00;1.00
2025-05-13;22:34:18;88.00;0.00;64.00;100.00;24.00;38.00;763.00;1.00;1713.00;1.00;1.00;1.00;1.00
2025-05-13;22:44:19;88.00;7.00;64.00;100.00;24.00;38.00;758.00;1.00;1394.00;1.00;1.00;1.00;1.00
2025-05-13;22:54:19;93.00;25.00;70.00;100.00;24.00;37.00;696.00;1.00;1111.00;1.00;1.00;1.00;1.00
2025-05-13;23:04:19;93.00;18.00;70.00;100.00;23.90;37.00;688.00;1.00;1216.00;1.00;1.00;1.00;1.00
2025-05-13;23:14:19;94.00;20.00;71.00;100.00;23.90;37.00;676.00;1.00;1199.00;1.00;1.00;1.00;1.00
2025-05-13;23:24:18;95.00;28.00;72.00;100.00;23.70;37.00;669.00;1.00;1063.00;1.00;1.00;1.00;1.00
2025-05-13;23:34:19;96.00;35.00;74.00;100.00;23.70;37.00;654.00;1.00;938.00;1.00;1.00;1.00;1.00
2025-05-13;23:44:19;90.00;16.00;68.00;100.00;23.80;38.00;736.00;1.00;1252.00;1.00;1.00;1.00;1.00
2025-05-13;23:54:19;90.00;24.00;66.00;100.00;24.00;38.00;737.00;1.00;1109.00;1.00;1.00;1.00;1.00
2025-05-14;00:04:19;96.00;44.00;74.00;100.00;23.90;37.00;652.00;1.00;793.00;1.00;1.00;1.00;1.00
2025-05-14;00:14:42;94.00;40.00;72.00;100.00;23.90;37.00;676.00;1.00;846.00;1.00;1.00;1.00;1.00
2025-05-14;00:24:18;97.00;53.00;75.00;100.00;23.90;37.00;646.00;1.00;628.00;1.00;1.00;1.00;1.00
2025-05-14;00:34:19;99.00;60.00;77.00;100.00;23.90;37.00;616.00;1.00;515.00;1.00;1.00;1.00;1.00
2025-05-14;00:44:19;100.00;62.00;78.00;100.00;24.00;36.00;606.00;1.00;480.00;1.00;1.00;1.00;1.00
2025-05-14;00:54:19;100.00;67.00;82.00;100.00;23.90;36.00;576.00;1.00;409.00;1.00;1.00;1.00;1.00
2025-05-14;01:04:19;100.00;67.00;80.00;100.00;23.90;37.00;590.00;1.00;410.00;1.00;1.00;1.00;1.00
2025-05-14;01:14:19;100.00;69.00;81.00;100.00;23.90;36.00;581.00;1.00;364.00;1.00;1.00;1.00;1.00
2025-05-14;01:24:19;100.00;72.00;81.00;100.00;23.90;36.00;576.00;1.00;318.00;1.00;1.00;1.00;1.00
2025-05-14;01:34:19;100.00;74.00;82.00;100.00;23.90;36.00;570.00;1.00;289.00;1.00;1.00;1.00;1.00
2025-05-14;01:44:19;100.00;75.00;82.00;100.00;23.90;36.00;571.00;1.00;267.00;1.00;1.00;1.00;1.00
2025-05-14;01:54:19;100.00;77.00;82.00;100.00;23.80;36.00;566.00;1.00;243.00;1.00;1.00;1.00;1.00
2025-05-14;02:04:19;100.00;78.00;83.00;100.00;23.80;36.00;554.00;1.00;217.00;1.00;1.00;1.00;1.00
2025-05-14;02:14:19;100.00;79.00;83.00;100.00;23.80;35.00;553.00;1.00;202.00;1.00;1.00;1.00;1.00
2025-05-14;02:24:19;100.00;82.00;84.00;100.00;23.80;35.00;547.00;1.00;186.00;1.00;1.00;1.00;1.00
2025-05-14;02:34:19;100.00;84.00;83.00;99.00;23.70;35.00;547.00;1.00;176.00;1.00;1.00;1.00;1.00
2025-05-14;02:44:19;100.00;85.00;83.00;99.00;23.70;35.00;549.00;1.00;167.00;1.00;1.00;1.00;1.00
2025-05-14;02:54:19;100.00;86.00;83.00;98.00;23.70;35.00;548.00;1.00;159.00;1.00;1.00;1.00;1.00
2025-05-14;03:04:19;100.00;88.00;84.00;98.00;23.70;34.00;542.00;1.00;150.00;1.00;1.00;1.00;1.00
2025-05-14;03:14:19;100.00;88.00;84.00;98.00;23.70;34.00;544.00;1.00;145.00;1.00;1.00;1.00;1.00
2025-05-14;03:24:19;100.00;89.00;84.00;98.00;23.70;34.00;543.00;1.00;138.00;1.00;2.00;2.00;2.00
2025-05-14;03:34:20;100.00;89.00;84.00;98.00;23.70;34.00;542.00;1.00;139.00;1.00;1.00;1.00;1.00
2025-05-14;03:44:19;100.00;89.00;83.00;97.00;23.70;34.00;545.00;1.00;138.00;2.00;2.00;2.00;2.00
2025-05-14;03:54:19;100.00;91.00;84.00;96.00;23.70;34.00;541.00;1.00;126.00;2.00;2.00;2.00;2.00
2025-05-14;04:04:20;100.00;91.00;83.00;96.00;23.70;34.00;546.00;1.00;124.00;1.00;2.00;2.00;2.00
2025-05-14;04:14:19;100.00;91.00;82.00;96.00;23.70;34.00;555.00;1.00;124.00;1.00;2.00;2.00;2.00
2025-05-14;04:24:19;100.00;91.00;83.00;96.00;23.60;34.00;550.00;1.00;120.00;2.00;2.00;2.00;2.00
2025-05-14;04:34:19;100.00;91.00;82.00;96.00;23.60;34.00;554.00;1.00;123.00;2.00;2.00;2.00;2.00
2025-05-14;04:44:20;100.00;91.00;82.00;95.00;23.60;34.00;553.00;1.00;118.00;2.00;2.00;2.00;2.00
2025-05-14;04:54:19;100.00;92.00;82.00;95.00;23.60;34.00;549.00;1.00;113.00;2.00;2.00;2.00;2.00
2025-05-14;05:04:19;100.00;92.00;82.00;94.00;23.60;34.00;554.00;1.00;110.00;1.00;2.00;2.00;2.00
2025-05-14;05:14:19;100.00;92.00;81.00;94.00;23.60;34.00;557.00;1.00;112.00;1.00;2.00;2.00;2.00
2025-05-14;05:24:19;100.00;91.00;81.00;94.00;23.60;34.00;560.00;1.00;113.00;1.00;2.00;2.00;2.00
2025-05-14;05:34:20;100.00;92.00;81.00;94.00;23.50;33.00;559.00;1.00;112.00;1.00;1.00;1.00;1.00
2025-05-14;05:44:19;100.00;88.00;80.00;93.00;23.60;33.00;565.00;1.00;142.00;1.00;1.00;1.00;1.00
2025-05-14;05:54:19;100.00;78.00;80.00;93.00;23.50;33.00;565.00;1.00;214.00;1.00;1.00;1.00;1.00
2025-05-14;06:04:19;100.00;78.00;80.00;93.00;23.50;33.00;569.00;1.00;217.00;1.00;1.00;1.00;1.00
2025-05-14;06:14:19;100.00;79.00;80.00;93.00;23.50;33.00;571.00;1.00;200.00;1.00;1.00;1.00;1.00
2025-05-14;06:24:19;100.00;82.00;79.00;93.00;23.50;33.00;577.00;1.00;183.00;1.00;1.00;1.00;1.00
2025-05-14;06:34:19;100.00;83.00;78.00;93.00;23.50;33.00;584.00;1.00;174.00;1.00;1.00;1.00;1.00
2025-05-14;06:44:19;100.00;86.00;79.00;93.00;23.50;33.00;579.00;1.00;154.00;1.00;1.00;1.00;1.00
2025-05-14;06:54:19;100.00;88.00;80.00;94.00;23.50;33.00;571.00;1.00;139.00;1.00;1.00;1.00;1.00
2025-05-14;07:04:19;100.00;89.00;79.00;94.00;23.50;34.00;574.00;1.00;130.00;1.00;1.00;1.00;1.00
2025-05-14;07:14:19;100.00;90.00;80.00;94.00;23.50;34.00;573.00;1.00;123.00;1.00;1.00;1.00;1.00
2025-05-14;07:24:19;100.00;91.00;80.00;94.00;23.50;34.00;573.00;1.00;112.00;1.00;1.00;1.00;1.00
2025-05-14;07:34:19;100.00;89.00;76.00;96.00;23.50;34.00;604.00;1.00;119.00;1.00;1.00;1.00;1.00
2025-05-14;07:44:19;99.00;88.00;76.00;97.00;23.50;34.00;612.00;1.00;122.00;1.00;1.00;1.00;1.00
2025-05-14;07:54:19;100.00;90.00;77.00;97.00;23.60;34.00;598.00;1.00;116.00;1.00;1.00;1.00;1.00
2025-05-14;08:04:19;100.00;89.00;79.00;96.00;23.70;34.00;585.00;1.00;128.00;1.00;1.00;1.00;1.00
2025-05-14;08:14:19;100.00;92.00;83.00;95.00;23.70;34.00;546.00;1.00;118.00;1.00;1.00;1.00;1.00
2025-05-14;08:24:19;100.00;94.00;87.00;94.00;23.70;33.00;513.00;1.00;98.00;1.00;1.00;1.00;1.00
2025-05-14;08:34:20;100.00;96.00;90.00;92.00;23.70;33.00;487.00;1.00;79.00;1.00;1.00;1.00;1.00
2025-05-14;08:44:19;100.00;97.00;92.00;92.00;23.70;33.00;466.00;1.00;69.00;1.00;1.00;1.00;1.00
2025-05-14;08:54:19;100.00;97.00;92.00;92.00;23.70;33.00;465.00;1.00;63.00;1.00;1.00;1.00;1.00
2025-05-14;09:04:19;100.00;95.00;91.00;100.00;23.60;38.00;496.00;0.00;101.00;1.00;2.00;2.00;2.00
2025-05-14;09:14:19;100.00;83.00;85.00;100.00;23.50;41.00;574.00;0.00;176.00;1.00;4.00;4.00;3.00
2025-05-14;09:24:20;100.00;88.00;87.00;100.00;23.70;39.00;530.00;1.00;152.00;1.00;3.00;3.00;2.00
2025-05-14;09:34:19;100.00;93.00;90.00;100.00;23.70;37.00;494.00;1.00;123.00;1.00;2.00;2.00;2.00
2025-05-14;09:44:19;100.00;97.00;92.00;100.00;23.80;36.00;470.00;1.00;96.00;1.00;2.00;2.00;2.00
