Date;Time;Ventilation Indicator;IAQ Indicator;Virus Index;thermalIndicator;Temperature (°C);Humidity (%);CO2 (ppm);Formaldehyde (µg/m³);TVOC (ppb);PM 1.0 (µg/m³);PM 4.0 (µg/m³);PM 10 (µg/m³);PM 2.5 (µg/m³)
2023-08-11;12:39:51;3.00;99.00;10.00;;22.80;43.00;410.00;2.00;77.00;0.00;0.00;0.00;0.00
2023-08-11;12:54:51;3.00;99.00;10.00;;22.90;43.00;412.00;2.00;84.00;0.00;0.00;0.00;0.00
2023-08-11;13:05:51;3.00;87.00;10.00;;23.00;43.00;;2.00;8.00;0.00;0.00;0.00;0.00
2023-08-11;13:20:47;3.00;100.00;10.00;;23.00;43.00;413.00;2.00;8.00;0.00;0.00;0.00;0.00
2023-08-11;13:35:47;3.00;100.00;10.00;;23.00;43.00;411.00;2.00;7.00;0.00;0.00;0.00;0.00
2023-08-11;13:50:47;3.00;100.00;10.00;;23.00;42.00;409.00;2.00;5.00;0.00;0.00;0.00;0.00
2023-08-11;14:05:48;3.00;100.00;10.00;;23.00;42.00;408.00;2.00;4.00;0.00;0.00;0.00;0.00
2023-08-11;14:20:48;3.00;100.00;10.00;;23.00;43.00;408.00;2.00;4.00;0.00;0.00;0.00;0.00
2023-08-11;14:35:47;3.00;100.00;10.00;;23.00;43.00;406.00;2.00;5.00;0.00;0.00;0.00;0.00
2023-08-11;14:50:48;3.00;100.00;10.00;;23.00;43.00;406.00;2.00;15.00;0.00;0.00;0.00;0.00
2023-08-11;15:05:48;3.00;100.00;10.00;;23.10;43.00;407.00;2.00;21.00;0.00;0.00;0.00;0.00
2023-08-11;15:20:48;3.00;100.00;10.00;;23.10;42.00;406.00;2.00;16.00;0.00;0.00;0.00;0.00
2023-08-11;15:35:48;3.00;100.00;10.00;;23.10;42.00;405.00;2.00;10.00;0.00;0.00;0.00;0.00
2023-08-11;15:50:48;3.00;100.00;10.00;;23.20;42.00;405.00;2.00;20.00;0.00;0.00;0.00;0.00
2023-08-11;15:51:05;3.00;100.00;10.00;;23.20;43.00;405.00;2.00;35.00;1.00;1.00;1.00;1.00
2023-08-11;16:05:48;3.00;100.00;10.00;;23.20;42.00;406.00;1.00;26.00;0.00;0.00;0.00;0.00
2023-08-11;16:20:48;3.00;100.00;10.00;;23.20;42.00;406.00;2.00;27.00;0.00;0.00;0.00;0.00
2023-08-11;16:35:48;3.00;100.00;10.00;;23.30;44.00;407.00;2.00;42.00;0.00;1.00;1.00;1.00
2023-08-11;16:50:48;3.00;100.00;10.00;;23.30;46.00;408.00;2.00;61.00;1.00;1.00;1.00;1.00
2023-08-11;17:05:48;3.00;100.00;10.00;;23.20;47.00;406.00;1.00;66.00;1.00;1.00;1.00;1.00
2023-08-11;17:20:48;3.00;99.00;10.00;;23.20;48.00;406.00;2.00;75.00;1.00;1.00;1.00;1.00
2023-08-11;17:35:48;3.00;99.00;10.00;;23.30;48.00;407.00;2.00;87.00;1.00;1.00;1.00;1.00
2023-08-11;17:50:47;3.00;98.00;10.00;;23.30;49.00;407.00;2.00;96.00;1.00;1.00;1.00;1.00
2023-08-11;18:05:48;3.00;97.00;10.00;;23.30;49.00;406.00;2.00;104.00;1.00;1.00;1.00;1.00
2023-08-11;18:20:48;3.00;98.00;10.00;;23.50;50.00;405.00;2.00;103.00;1.00;1.00;1.00;1.00
2023-08-11;18:35:48;3.00;98.00;10.00;;23.60;50.00;407.00;2.00;94.00;1.00;1.00;1.00;1.00
2023-08-11;18:50:48;3.00;97.00;10.00;;23.60;50.00;408.00;2.00;113.00;1.00;1.00;1.00;1.00
2023-08-11;19:05:48;3.00;97.00;10.00;;23.60;49.00;410.00;2.00;113.00;1.00;1.00;1.00;1.00
2023-08-11;19:20:48;3.00;97.00;10.00;;23.60;50.00;412.00;2.00;110.00;1.00;1.00;1.00;1.00
2023-08-11;19:35:48;3.00;97.00;10.00;;23.60;50.00;412.00;2.00;106.00;1.00;1.00;1.00;1.00
2023-08-11;19:50:48;3.00;97.00;10.00;;23.60;50.00;412.00;2.00;109.00;1.00;1.00;1.00;1.00
2023-08-11;20:05:48;3.00;97.00;10.00;;23.70;50.00;413.00;2.00;107.00;1.00;1.00;1.00;1.00
2023-08-11;20:20:48;3.00;97.00;10.00;;23.60;51.00;413.00;2.00;110.00;1.00;1.00;1.00;1.00
2023-08-11;20:35:48;3.00;97.00;10.00;;23.60;51.00;412.00;2.00;112.00;1.00;1.00;1.00;1.00
2023-08-11;20:50:48;3.00;96.00;10.00;;23.60;51.00;414.00;2.00;120.00;1.00;1.00;1.00;1.00
2023-08-11;21:05:48;3.00;96.00;10.00;;23.60;51.00;415.00;2.00;120.00;1.00;1.00;1.00;1.00
2023-08-11;21:20:48;3.00;96.00;10.00;;23.60;52.00;416.00;2.00;121.00;1.00;1.00;1.00;1.00
2023-08-11;21:35:48;3.00;96.00;10.00;;23.60;52.00;413.00;2.00;125.00;1.00;2.00;2.00;2.00
2023-08-11;21:50:48;3.00;96.00;10.00;;23.60;52.00;414.00;2.00;126.00;2.00;2.00;2.00;2.00
2023-08-11;22:05:48;3.00;96.00;10.00;;23.60;52.00;414.00;2.00;131.00;2.00;2.00;2.00;2.00
2023-08-11;22:20:48;3.00;96.00;10.00;;23.60;52.00;414.00;2.00;127.00;2.00;2.00;2.00;2.00
2023-08-11;22:35:48;3.00;96.00;10.00;;23.70;52.00;413.00;2.00;124.00;2.00;2.00;2.00;2.00
2023-08-11;22:50:48;3.00;96.00;10.00;;23.60;52.00;412.00;2.00;123.00;2.00;2.00;2.00;2.00
2023-08-11;23:05:48;3.00;96.00;10.00;;23.70;52.00;411.00;2.00;125.00;2.00;2.00;2.00;2.00
2023-08-11;23:20:48;3.00;96.00;10.00;;23.60;52.00;412.00;2.00;130.00;2.00;2.00;2.00;2.00
2023-08-11;23:35:48;3.00;95.00;10.00;;23.60;52.00;414.00;2.00;139.00;2.00;2.00;2.00;2.00
2023-08-11;23:50:48;3.00;95.00;10.00;;23.60;52.00;416.00;2.00;146.00;2.00;2.00;2.00;2.00
2023-08-12;00:05:48;3.00;94.00;10.00;;23.70;52.00;418.00;1.00;154.00;2.00;2.00;2.00;2.00
2023-08-12;00:20:48;3.00;94.00;10.00;;23.60;52.00;419.00;2.00;158.00;3.00;3.00;3.00;3.00
2023-08-12;00:35:48;3.00;94.00;10.00;;23.60;53.00;420.00;1.00;161.00;3.00;3.00;3.00;3.00
2023-08-12;00:50:48;3.00;93.00;10.00;;23.70;53.00;420.00;2.00;166.00;3.00;4.00;4.00;4.00
2023-08-12;01:05:48;3.00;93.00;10.00;;23.60;53.00;420.00;1.00;167.00;4.00;4.00;4.00;4.00
2023-08-12;01:20:48;3.00;93.00;10.00;;23.60;53.00;420.00;2.00;171.00;4.00;4.00;4.00;4.00
2023-08-12;01:35:48;3.00;93.00;10.00;;23.60;53.00;422.00;1.00;175.00;4.00;4.00;4.00;4.00
2023-08-12;01:50:48;3.00;93.00;10.00;;23.60;53.00;422.00;2.00;176.00;4.00;4.00;4.00;4.00
2023-08-12;01:51:06;3.00;93.00;10.00;;23.60;53.00;421.00;2.00;179.00;4.00;4.00;4.00;4.00
2023-08-12;02:05:48;3.00;93.00;10.00;;23.60;53.00;423.00;2.00;176.00;4.00;4.00;4.00;4.00
2023-08-12;02:20:48;3.00;93.00;10.00;;23.60;53.00;421.00;2.00;176.00;3.00;3.00;3.00;3.00
2023-08-12;02:35:48;3.00;93.00;10.00;;23.60;53.00;421.00;2.00;178.00;3.00;3.00;3.00;3.00
2023-08-12;02:50:48;3.00;93.00;10.00;;23.60;53.00;422.00;2.00;176.00;3.00;3.00;3.00;3.00
2023-08-12;03:05:48;3.00;93.00;10.00;;23.60;53.00;423.00;2.00;180.00;3.00;3.00;3.00;3.00
2023-08-12;03:20:48;3.00;93.00;10.00;;23.60;53.00;423.00;2.00;178.00;3.00;3.00;3.00;3.00
2023-08-12;03:35:48;3.00;93.00;10.00;;23.50;53.00;423.00;2.00;180.00;3.00;3.00;3.00;3.00
2023-08-12;03:50:48;3.00;93.00;10.00;;23.50;53.00;424.00;2.00;179.00;3.00;3.00;3.00;3.00
2023-08-12;04:05:48;3.00;93.00;10.00;;23.50;53.00;425.00;2.00;179.00;2.00;2.00;2.00;2.00
2023-08-12;04:20:48;3.00;93.00;10.00;;23.50;53.00;424.00;2.00;179.00;2.00;2.00;2.00;2.00
2023-08-12;04:35:48;3.00;93.00;10.00;;23.50;53.00;424.00;2.00;178.00;2.00;2.00;2.00;2.00
2023-08-12;04:50:48;3.00;93.00;10.00;;23.50;53.00;423.00;3.00;179.00;2.00;2.00;2.00;2.00
2023-08-12;05:05:48;3.00;93.00;10.00;;23.50;52.00;425.00;3.00;178.00;2.00;2.00;2.00;2.00
2023-08-12;05:20:48;3.00;93.00;10.00;;23.50;52.00;424.00;3.00;178.00;2.00;2.00;2.00;2.00
2023-08-12;05:35:48;3.00;93.00;10.00;;23.50;52.00;426.00;4.00;178.00;2.00;2.00;2.00;2.00
2023-08-12;05:50:48;3.00;93.00;10.00;;23.50;52.00;428.00;4.00;178.00;2.00;2.00;2.00;2.00
2023-08-12;06:05:48;3.00;93.00;10.00;;23.50;52.00;428.00;6.00;175.00;3.00;3.00;3.00;3.00
2023-08-12;06:20:48;3.00;93.00;10.00;;23.50;52.00;430.00;6.00;176.00;3.00;3.00;3.00;3.00
2023-08-12;06:35:48;3.00;93.00;10.00;;23.50;52.00;427.00;6.00;179.00;3.00;3.00;3.00;3.00
2023-08-12;06:50:48;3.00;93.00;10.00;;23.50;51.00;427.00;7.00;178.00;3.00;3.00;3.00;3.00
2023-08-12;07:05:48;3.00;93.00;10.00;;23.40;51.00;429.00;8.00;171.00;3.00;3.00;3.00;3.00
2023-08-12;07:20:48;3.00;93.00;10.00;;23.40;51.00;427.00;9.00;170.00;3.00;3.00;3.00;3.00
2023-08-12;07:35:48;3.00;93.00;10.00;;23.40;51.00;426.00;8.00;169.00;2.00;2.00;2.00;2.00
2023-08-12;07:50:48;3.00;93.00;10.00;;23.40;51.00;425.00;8.00;170.00;2.00;2.00;2.00;2.00
2023-08-12;08:05:48;3.00;93.00;10.00;;23.40;51.00;424.00;9.00;171.00;2.00;2.00;2.00;2.00
2023-08-12;08:20:48;3.00;93.00;10.00;;23.40;51.00;423.00;8.00;171.00;2.00;2.00;2.00;2.00
2023-08-12;08:35:48;3.00;93.00;10.00;;23.40;51.00;425.00;8.00;172.00;2.00;2.00;2.00;2.00
2023-08-12;08:50:48;3.00;93.00;10.00;;23.50;51.00;423.00;7.00;170.00;2.00;2.00;2.00;2.00
2023-08-12;09:05:48;3.00;93.00;10.00;;23.50;51.00;422.00;8.00;166.00;2.00;2.00;2.00;2.00
2023-08-12;09:20:48;3.00;94.00;10.00;;23.50;51.00;421.00;7.00;163.00;2.00;2.00;2.00;2.00
2023-08-12;09:35:48;3.00;94.00;10.00;;23.50;50.00;421.00;6.00;157.00;2.00;2.00;2.00;2.00
2023-08-12;09:50:48;3.00;94.00;10.00;;23.60;50.00;420.00;6.00;156.00;2.00;2.00;2.00;2.00
2023-08-12;10:05:48;3.00;95.00;10.00;;23.70;49.00;420.00;6.00;149.00;2.00;2.00;2.00;2.00
2023-08-12;10:20:48;3.00;94.00;10.00;;23.80;50.00;420.00;12.00;151.00;2.00;2.00;2.00;2.00
2023-08-12;10:35:48;3.00;94.00;10.00;;23.90;51.00;419.00;4.00;159.00;2.00;2.00;2.00;2.00
2023-08-12;10:50:48;3.00;94.00;10.00;;23.90;51.00;419.00;4.00;155.00;2.00;2.00;2.00;2.00
2023-08-12;11:05:48;3.00;94.00;10.00;;24.00;51.00;419.00;4.00;155.00;2.00;2.00;2.00;2.00
2023-08-12;11:20:48;3.00;94.00;10.00;;24.10;51.00;418.00;5.00;161.00;2.00;2.00;2.00;2.00
2023-08-12;11:35:48;3.00;94.00;10.00;;24.10;51.00;419.00;5.00;163.00;2.00;2.00;2.00;2.00
2023-08-12;11:50:48;3.00;94.00;10.00;;24.20;51.00;419.00;4.00;161.00;2.00;2.00;2.00;2.00
2023-08-12;11:51:06;3.00;93.00;10.00;;24.30;51.00;418.00;4.00;170.00;2.00;2.00;2.00;2.00
2023-08-12;12:05:48;3.00;94.00;10.00;;24.30;51.00;419.00;4.00;161.00;2.00;2.00;2.00;2.00
2023-08-12;12:20:48;3.00;94.00;10.00;;24.30;52.00;418.00;4.00;158.00;2.00;2.00;2.00;2.00
2023-08-12;12:35:48;3.00;94.00;10.00;;24.40;51.00;417.00;3.00;153.00;2.00;2.00;2.00;2.00
2023-08-12;12:50:48;3.00;95.00;10.00;;24.40;51.00;416.00;4.00;150.00;2.00;2.00;2.00;2.00
2023-08-12;13:05:48;3.00;95.00;10.00;;24.40;51.00;417.00;8.00;147.00;2.00;2.00;2.00;2.00
2023-08-12;13:20:48;3.00;94.00;10.00;;24.50;50.00;417.00;5.00;153.00;2.00;2.00;2.00;2.00
2023-08-12;13:35:48;3.00;94.00;10.00;;24.50;51.00;414.00;6.00;151.00;2.00;2.00;2.00;2.00
2023-08-12;13:50:48;3.00;95.00;10.00;;24.50;50.00;412.00;2.00;143.00;2.00;2.00;2.00;2.00
2023-08-12;14:05:48;3.00;95.00;10.00;;24.50;50.00;413.00;6.00;142.00;2.00;2.00;2.00;2.00
2023-08-12;14:20:48;3.00;96.00;10.00;;24.40;51.00;413.00;3.00;130.00;2.00;2.00;2.00;2.00
2023-08-12;14:35:48;3.00;97.00;10.00;;24.30;53.00;414.00;2.00;111.00;2.00;2.00;2.00;2.00
2023-08-12;14:50:48;3.00;97.00;10.00;;24.10;54.00;414.00;2.00;105.00;2.00;2.00;2.00;2.00
2023-08-12;15:05:48;3.00;98.00;10.00;;23.90;54.00;415.00;1.00;101.00;2.00;2.00;2.00;2.00
2023-08-12;15:20:48;3.00;98.00;10.00;;23.80;53.00;413.00;1.00;96.00;1.00;2.00;2.00;2.00
2023-08-12;15:35:48;3.00;98.00;10.00;;23.70;53.00;413.00;2.00;98.00;1.00;1.00;1.00;1.00
2023-08-12;15:50:48;3.00;98.00;10.00;;23.60;54.00;414.00;1.00;99.00;1.00;1.00;1.00;1.00
2023-08-12;16:05:48;3.00;98.00;10.00;;23.60;54.00;413.00;1.00;96.00;1.00;1.00;1.00;1.00
2023-08-12;16:20:48;3.00;98.00;10.00;;23.50;54.00;410.00;1.00;96.00;1.00;1.00;1.00;1.00
2023-08-12;16:35:48;3.00;98.00;10.00;;23.50;54.00;412.00;1.00;96.00;1.00;1.00;1.00;1.00
2023-08-12;16:50:48;3.00;98.00;10.00;;23.50;54.00;411.00;2.00;101.00;1.00;1.00;1.00;1.00
2023-08-12;17:05:48;3.00;98.00;10.00;;23.50;53.00;411.00;1.00;103.00;1.00;1.00;1.00;1.00
2023-08-12;17:20:48;3.00;98.00;10.00;;23.60;51.00;410.00;2.00;98.00;1.00;1.00;1.00;1.00
2023-08-12;17:35:48;3.00;98.00;10.00;;23.60;50.00;408.00;2.00;91.00;1.00;1.00;1.00;1.00
2023-08-12;17:50:48;3.00;98.00;10.00;;23.60;50.00;409.00;3.00;90.00;1.00;1.00;1.00;1.00
2023-08-12;18:05:48;3.00;99.00;10.00;;23.60;51.00;409.00;2.00;88.00;1.00;1.00;1.00;1.00
2023-08-12;18:20:48;3.00;99.00;10.00;;23.60;49.00;409.00;2.00;74.00;1.00;1.00;1.00;1.00
2023-08-12;18:35:48;3.00;100.00;10.00;;23.60;49.00;409.00;2.00;70.00;1.00;1.00;1.00;1.00
2023-08-12;18:50:48;3.00;100.00;10.00;;23.50;50.00;411.00;2.00;69.00;1.00;1.00;1.00;1.00
2023-08-12;19:05:48;3.00;99.00;10.00;;23.50;51.00;409.00;2.00;77.00;1.00;1.00;1.00;1.00
2023-08-12;19:20:48;3.00;99.00;10.00;;23.40;52.00;410.00;2.00;87.00;1.00;1.00;1.00;1.00
2023-08-12;19:48:43;3.00;95.00;10.00;;23.60;54.00;418.00;2.00;142.00;1.00;1.00;1.00;1.00
2023-08-12;20:03:48;3.00;97.00;10.00;;23.50;54.00;414.00;2.00;113.00;2.00;2.00;2.00;2.00
2023-08-12;20:18:48;3.00;96.00;10.00;;23.40;56.00;417.00;2.00;121.00;2.00;2.00;2.00;2.00
2023-08-12;20:33:48;3.00;97.00;10.00;;23.30;56.00;415.00;2.00;118.00;2.00;2.00;2.00;2.00
2023-08-12;20:48:48;3.00;98.00;10.00;;23.20;53.00;411.00;1.00;103.00;1.00;1.00;1.00;1.00
2023-08-12;21:03:48;3.00;98.00;10.00;;23.10;52.00;409.00;2.00;89.00;1.00;1.00;1.00;1.00
2023-08-12;21:18:48;3.00;99.00;10.00;;23.00;53.00;410.00;2.00;82.00;1.00;1.00;1.00;1.00
2023-08-12;21:33:48;3.00;99.00;10.00;;22.90;53.00;411.00;2.00;80.00;1.00;1.00;1.00;1.00
2023-08-12;21:48:48;3.00;99.00;10.00;;22.90;52.00;409.00;1.00;81.00;1.00;1.00;1.00;1.00
2023-08-12;22:03:48;3.00;99.00;10.00;;22.80;52.00;408.00;2.00;74.00;1.00;1.00;1.00;1.00
2023-08-12;22:18:48;3.00;100.00;10.00;;22.80;52.00;408.00;2.00;71.00;1.00;1.00;1.00;1.00
2023-08-12;22:33:48;3.00;100.00;10.00;;22.80;51.00;408.00;2.00;70.00;1.00;1.00;1.00;1.00
2023-08-12;22:48:48;3.00;100.00;10.00;;22.70;51.00;407.00;2.00;65.00;1.00;1.00;1.00;1.00
2023-08-12;23:03:48;3.00;100.00;10.00;;22.70;51.00;407.00;2.00;64.00;1.00;1.00;1.00;1.00
2023-08-12;23:18:48;3.00;100.00;10.00;;22.70;51.00;407.00;2.00;61.00;1.00;1.00;1.00;1.00
2023-08-12;23:33:48;3.00;100.00;10.00;;22.60;51.00;406.00;2.00;58.00;1.00;1.00;1.00;1.00
2023-08-12;23:48:48;3.00;100.00;10.00;;22.60;51.00;407.00;2.00;58.00;1.00;1.00;1.00;1.00
2023-08-13;00:03:48;3.00;100.00;10.00;;22.60;52.00;409.00;2.00;55.00;1.00;1.00;1.00;1.00
2023-08-13;00:18:48;3.00;100.00;10.00;;22.70;51.00;409.00;2.00;55.00;1.00;1.00;1.00;1.00
2023-08-13;00:33:48;3.00;100.00;10.00;;23.00;51.00;410.00;2.00;64.00;1.00;1.00;1.00;1.00
2023-08-13;00:48:48;3.00;99.00;10.00;;23.20;50.00;412.00;3.00;77.00;1.00;1.00;1.00;1.00
2023-08-13;01:03:48;3.00;99.00;10.00;;23.30;50.00;413.00;3.00;85.00;1.00;1.00;1.00;1.00
2023-08-13;01:18:48;3.00;98.00;10.00;;23.30;50.00;413.00;3.00;93.00;1.00;1.00;1.00;1.00
2023-08-13;01:33:48;3.00;98.00;10.00;;23.40;49.00;413.00;3.00;100.00;1.00;1.00;1.00;1.00
2023-08-13;01:48:48;3.00;97.00;10.00;;23.40;49.00;414.00;4.00;108.00;1.00;1.00;1.00;1.00
2023-08-13;02:03:48;3.00;97.00;10.00;;23.50;50.00;414.00;4.00;115.00;1.00;1.00;1.00;1.00
2023-08-13;02:18:48;3.00;97.00;10.00;;23.50;50.00;416.00;4.00;117.00;1.00;1.00;1.00;1.00
2023-08-13;02:33:48;3.00;96.00;10.00;;23.50;50.00;417.00;6.00;127.00;1.00;1.00;1.00;1.00
2023-08-13;02:48:48;3.00;95.00;10.00;;23.50;50.00;418.00;5.00;136.00;1.00;1.00;1.00;1.00
2023-08-13;03:03:48;3.00;95.00;10.00;;23.50;50.00;417.00;5.00;140.00;1.00;1.00;1.00;1.00
2023-08-13;03:18:48;3.00;95.00;10.00;;23.50;50.00;419.00;6.00;141.00;1.00;1.00;1.00;1.00
2023-08-13;03:33:48;3.00;94.00;10.00;;23.60;50.00;420.00;7.00;151.00;1.00;1.00;1.00;1.00
2023-08-13;03:48:48;3.00;94.00;10.00;;23.60;50.00;420.00;8.00;154.00;1.00;1.00;1.00;1.00
2023-08-13;04:03:48;3.00;94.00;10.00;;23.60;50.00;422.00;8.00;156.00;1.00;1.00;1.00;1.00
2023-08-13;04:18:48;3.00;94.00;10.00;;23.50;50.00;421.00;7.00;158.00;1.00;1.00;1.00;1.00
2023-08-13;04:33:48;3.00;94.00;10.00;;23.50;50.00;420.00;6.00;156.00;1.00;1.00;1.00;1.00
2023-08-13;04:48:48;3.00;94.00;10.00;;23.50;50.00;420.00;7.00;159.00;1.00;1.00;1.00;1.00
2023-08-13;05:03:48;3.00;94.00;10.00;;23.50;50.00;419.00;7.00;161.00;1.00;1.00;1.00;1.00
2023-08-13;05:18:48;3.00;94.00;10.00;;23.50;50.00;420.00;9.00;157.00;1.00;1.00;1.00;1.00
2023-08-13;05:33:48;3.00;94.00;10.00;;23.50;50.00;423.00;10.00;155.00;1.00;1.00;1.00;1.00
2023-08-13;05:47:32;3.00;94.00;10.00;;23.50;50.00;427.00;10.00;152.00;1.00;1.00;1.00;1.00
2023-08-13;06:02:18;3.00;94.00;10.00;;23.50;50.00;425.00;11.00;156.00;1.00;1.00;1.00;1.00
2023-08-13;06:17:18;3.00;94.00;10.00;;23.50;50.00;424.00;11.00;164.00;1.00;1.00;1.00;1.00
2023-08-13;06:32:18;3.00;94.00;10.00;;23.50;50.00;427.00;12.00;164.00;1.00;1.00;1.00;1.00
2023-08-13;06:47:18;3.00;94.00;10.00;;23.50;50.00;429.00;13.00;163.00;1.00;1.00;1.00;1.00
2023-08-13;07:02:18;3.00;94.00;10.00;;23.50;50.00;429.00;16.00;157.00;1.00;1.00;1.00;1.00
2023-08-13;07:17:18;3.00;94.00;10.00;;23.50;50.00;429.00;17.00;158.00;1.00;1.00;1.00;1.00
2023-08-13;07:32:18;3.00;94.00;10.00;;23.50;50.00;429.00;16.00;161.00;1.00;1.00;1.00;1.00
2023-08-13;07:47:18;3.00;94.00;10.00;;23.50;50.00;427.00;14.00;162.00;1.00;1.00;1.00;1.00
2023-08-13;08:02:18;3.00;94.00;10.00;;23.50;50.00;425.00;13.00;163.00;1.00;1.00;1.00;1.00
2023-08-13;08:17:18;3.00;93.00;10.00;;23.50;50.00;420.00;9.00;169.00;1.00;1.00;1.00;1.00
2023-08-13;08:32:18;3.00;93.00;10.00;;23.60;50.00;420.00;9.00;169.00;1.00;1.00;1.00;1.00
2023-08-13;08:47:18;3.00;93.00;10.00;;23.60;50.00;420.00;8.00;171.00;1.00;1.00;1.00;1.00
2023-08-13;09:02:19;3.00;93.00;10.00;;23.60;50.00;418.00;6.00;174.00;1.00;1.00;1.00;1.00
2023-08-13;09:17:18;3.00;93.00;10.00;;23.70;50.00;419.00;9.00;176.00;1.00;1.00;1.00;1.00
2023-08-13;09:32:18;3.00;93.00;10.00;;23.70;50.00;420.00;8.00;178.00;1.00;1.00;1.00;1.00
2023-08-13;09:47:18;3.00;93.00;10.00;;23.70;50.00;419.00;7.00;179.00;1.00;1.00;1.00;1.00
2023-08-13;10:02:18;3.00;93.00;10.00;;23.80;50.00;418.00;5.00;181.00;1.00;1.00;1.00;1.00
2023-08-13;10:17:18;3.00;92.00;10.00;;23.80;50.00;418.00;6.00;183.00;1.00;1.00;1.00;1.00
2023-08-13;10:32:18;3.00;92.00;10.00;;23.80;51.00;417.00;5.00;183.00;1.00;1.00;1.00;1.00
2023-08-13;10:47:18;3.00;92.00;10.00;;23.90;51.00;417.00;5.00;185.00;1.00;1.00;1.00;1.00
2023-08-13;11:02:18;3.00;92.00;10.00;;23.90;51.00;416.00;5.00;182.00;1.00;1.00;1.00;1.00
2023-08-13;11:17:18;3.00;93.00;10.00;;23.90;51.00;417.00;3.00;178.00;1.00;1.00;1.00;1.00
2023-08-13;11:32:18;3.00;93.00;10.00;;24.00;50.00;417.00;3.00;175.00;1.00;1.00;1.00;1.00
2023-08-13;11:47:18;3.00;93.00;10.00;;24.00;50.00;416.00;5.00;174.00;1.00;1.00;1.00;1.00
2023-08-13;12:02:18;3.00;93.00;10.00;;24.10;50.00;418.00;4.00;178.00;1.00;1.00;1.00;1.00
2023-08-13;12:17:18;3.00;93.00;10.00;;24.10;50.00;417.00;4.00;178.00;1.00;1.00;1.00;1.00
2023-08-13;12:32:18;3.00;92.00;10.00;;24.10;51.00;417.00;5.00;183.00;1.00;1.00;1.00;1.00
2023-08-13;12:47:18;3.00;92.00;10.00;;24.00;52.00;417.00;4.00;186.00;1.00;1.00;1.00;1.00
2023-08-13;13:02:18;3.00;92.00;10.00;;24.00;52.00;418.00;8.00;188.00;1.00;2.00;2.00;2.00
2023-08-13;13:17:18;3.00;92.00;10.00;;24.00;54.00;418.00;6.00;190.00;2.00;2.00;2.00;2.00
2023-08-13;13:32:18;3.00;92.00;10.00;;24.00;54.00;415.00;5.00;191.00;2.00;3.00;3.00;3.00
2023-08-13;13:47:18;3.00;92.00;10.00;;24.00;54.00;414.00;6.00;194.00;2.00;3.00;3.00;3.00
2023-08-13;14:02:18;3.00;92.00;10.00;;24.00;54.00;414.00;5.00;194.00;2.00;2.00;2.00;2.00
2023-08-13;14:17:18;3.00;92.00;10.00;;24.10;54.00;413.00;6.00;192.00;2.00;2.00;2.00;2.00
2023-08-13;14:32:18;3.00;92.00;10.00;;24.10;53.00;411.00;5.00;192.00;2.00;2.00;2.00;2.00
2023-08-13;14:47:18;3.00;92.00;10.00;;24.20;52.00;412.00;6.00;192.00;1.00;2.00;2.00;2.00
2023-08-13;15:02:18;3.00;92.00;10.00;;24.30;52.00;412.00;8.00;188.00;1.00;2.00;2.00;1.00
2023-08-13;15:17:18;3.00;93.00;10.00;;24.30;52.00;415.00;8.00;176.00;1.00;2.00;2.00;2.00
2023-08-13;15:32:18;3.00;92.00;10.00;;24.30;52.00;413.00;8.00;183.00;1.00;2.00;2.00;2.00
2023-08-13;15:47:18;3.00;92.00;10.00;;24.40;52.00;413.00;7.00;191.00;1.00;2.00;2.00;2.00
2023-08-13;15:47:34;3.00;92.00;10.00;;24.40;52.00;413.00;10.00;184.00;2.00;3.00;3.00;2.00
2023-08-13;16:02:18;3.00;92.00;10.00;;24.50;52.00;412.00;9.00;190.00;1.00;2.00;2.00;2.00
2023-08-13;16:17:18;3.00;92.00;10.00;;24.60;52.00;413.00;12.00;188.00;1.00;2.00;2.00;2.00
2023-08-13;16:32:18;3.00;92.00;10.00;;24.60;52.00;412.00;10.00;185.00;1.00;2.00;2.00;2.00
2023-08-13;16:47:18;3.00;93.00;10.00;;24.60;52.00;413.00;9.00;180.00;1.00;2.00;2.00;2.00
2023-08-13;17:02:18;3.00;92.00;10.00;;24.70;52.00;412.00;11.00;183.00;1.00;2.00;2.00;2.00
2023-08-13;17:17:18;3.00;92.00;10.00;;24.70;52.00;412.00;9.00;182.00;1.00;2.00;2.00;2.00
2023-08-13;17:32:18;3.00;93.00;10.00;;24.70;52.00;411.00;8.00;178.00;1.00;2.00;2.00;2.00
2023-08-13;17:47:18;3.00;93.00;10.00;;24.70;52.00;411.00;8.00;172.00;1.00;2.00;2.00;2.00
2023-08-13;18:02:18;3.00;94.00;10.00;;24.70;52.00;411.00;6.00;162.00;1.00;2.00;2.00;2.00
2023-08-13;18:17:18;3.00;94.00;10.00;;24.70;52.00;410.00;7.00;153.00;1.00;2.00;2.00;2.00
2023-08-13;18:32:18;3.00;94.00;10.00;;24.60;52.00;412.00;7.00;151.00;1.00;2.00;2.00;2.00
2023-08-13;18:47:18;3.00;94.00;10.00;;24.60;52.00;406.00;7.00;153.00;1.00;2.00;2.00;2.00
2023-08-13;19:02:18;3.00;94.00;10.00;;24.60;52.00;407.00;5.00;152.00;1.00;2.00;2.00;2.00
2023-08-13;19:17:18;3.00;94.00;10.00;;24.60;51.00;407.00;7.00;152.00;1.00;2.00;2.00;2.00
