Device;Datetime;"Humidity ext (%)";"Temp ext (C)";
"K-B3 ACOEM SW 5";2025-05-04 10:00:00;42,41;7,74;
"K-B3 ACOEM SW 5";2025-05-04 09:00:00;44,58;7,10;
"K-B3 ACOEM SW 5";2025-05-04 08:00:00;49,96;7,13;
"K-B3 ACOEM SW 5";2025-05-04 07:00:00;50,33;7,22;
"K-B3 ACOEM SW 5";2025-05-04 06:00:00;48,66;7,69;
"K-B3 ACOEM SW 5";2025-05-04 05:00:00;57,70;7,99;
"K-B3 ACOEM SW 5";2025-05-04 04:00:00;65,75;8,31;
"K-B3 ACOEM SW 5";2025-05-04 03:00:00;73,09;8,60;
"K-B3 ACOEM SW 5";2025-05-04 02:00:00;75,37;8,49;
"K-B3 ACOEM SW 5";2025-05-04 01:00:00;74,43;8,40;
"K-B3 ACOEM SW 5";2025-05-04 00:00:00;78,54;8,34;
"K-B3 ACOEM SW 5";2025-05-03 23:00:00;78,46;9,17;
"K-B3 ACOEM SW 5";2025-05-03 22:00:00;75,61;9,88;
"K-B3 ACOEM SW 5";2025-05-03 21:00:00;76,75;9,87;
"K-B3 ACOEM SW 5";2025-05-03 20:00:00;77,60;10,29;
"K-B3 ACOEM SW 5";2025-05-03 19:00:00;73,13;10,99;
"K-B3 ACOEM SW 5";2025-05-03 18:00:00;66,01;11,75;
"K-B3 ACOEM SW 5";2025-05-03 17:00:00;55,57;13,50;
"K-B3 ACOEM SW 5";2025-05-03 16:00:00;49,35;14,69;
"K-B3 ACOEM SW 5";2025-05-03 15:00:00;47,90;15,49;
"K-B3 ACOEM SW 5";2025-05-03 14:00:00;60,82;13,49;
"K-B3 ACOEM SW 5";2025-05-03 13:00:00;59,96;13,86;
"K-B3 ACOEM SW 5";2025-05-03 12:00:00;50,28;14,22;
"K-B3 ACOEM SW 5";2025-05-03 11:00:00;59,11;12,65;
"K-B3 ACOEM SW 5";2025-05-03 10:00:00;66,16;11,01;
"K-B3 ACOEM SW 5";2025-05-03 09:00:00;64,62;11,12;
"K-B3 ACOEM SW 5";2025-05-03 08:00:00;72,82;8,73;
"K-B3 ACOEM SW 5";2025-05-03 07:00:00;75,41;7,93;
"K-B3 ACOEM SW 5";2025-05-03 06:00:00;76,73;7,18;
"K-B3 ACOEM SW 5";2025-05-03 05:00:00;74,51;7,60;
"K-B3 ACOEM SW 5";2025-05-03 04:00:00;73,32;7,91;
"K-B3 ACOEM SW 5";2025-05-03 03:00:00;74,02;7,89;
"K-B3 ACOEM SW 5";2025-05-03 02:00:00;72,27;8,23;
"K-B3 ACOEM SW 5";2025-05-03 01:00:00;69,96;8,72;
"K-B3 ACOEM SW 5";2025-05-03 00:00:00;67,29;9,33;
"K-B3 ACOEM SW 5";2025-05-02 23:00:00;62,59;10,16;
"K-B3 ACOEM SW 5";2025-05-02 22:00:00;55,79;11,31;
"K-B3 ACOEM SW 5";2025-05-02 21:00:00;50,40;12,65;
"K-B3 ACOEM SW 5";2025-05-02 20:00:00;47,57;13,43;
"K-B3 ACOEM SW 5";2025-05-02 19:00:00;44,73;14,56;
"K-B3 ACOEM SW 5";2025-05-02 18:00:00;42,18;15,33;
"K-B3 ACOEM SW 5";2025-05-02 17:00:00;41,21;15,30;
"K-B3 ACOEM SW 5";2025-05-02 16:00:00;41,23;15,54;
"K-B3 ACOEM SW 5";2025-05-02 15:00:00;39,29;16,53;
"K-B3 ACOEM SW 5";2025-05-02 14:00:00;40,44;16,24;
"K-B3 ACOEM SW 5";2025-05-02 13:00:00;44,64;14,97;
"K-B3 ACOEM SW 5";2025-05-02 12:00:00;49,33;14,39;
"K-B3 ACOEM SW 5";2025-05-02 11:00:00;51,25;13,45;
"K-B3 ACOEM SW 5";2025-05-02 10:00:00;57,55;12,27;
"K-B3 ACOEM SW 5";2025-05-02 09:00:00;63,58;11,28;
"K-B3 ACOEM SW 5";2025-05-02 08:00:00;69,53;10,25;
"K-B3 ACOEM SW 5";2025-05-02 07:00:00;73,10;9,80;
"K-B3 ACOEM SW 5";2025-05-02 06:00:00;79,41;10,55;
"K-B3 ACOEM SW 5";2025-05-02 05:00:00;89,90;10,96;
"K-B3 ACOEM SW 5";2025-05-02 04:00:00;91,58;10,93;
"K-B3 ACOEM SW 5";2025-05-02 03:00:00;91,35;10,98;
"K-B3 ACOEM SW 5";2025-05-02 02:00:00;88,95;11,31;
"K-B3 ACOEM SW 5";2025-05-02 01:00:00;87,91;11,13;
"K-B3 ACOEM SW 5";2025-05-02 00:00:00;90,03;10,74;
"K-B3 ACOEM SW 5";2025-05-01 23:00:00;90,93;10,16;
"K-B3 ACOEM SW 5";2025-05-01 22:00:00;88,96;10,54;
"K-B3 ACOEM SW 5";2025-05-01 21:00:00;82,21;12,06;
"K-B3 ACOEM SW 5";2025-05-01 20:00:00;75,68;13,55;
"K-B3 ACOEM SW 5";2025-05-01 19:00:00;69,62;15,13;
"K-B3 ACOEM SW 5";2025-05-01 18:00:00;64,10;16,14;
"K-B3 ACOEM SW 5";2025-05-01 17:00:00;60,71;16,63;
"K-B3 ACOEM SW 5";2025-05-01 16:00:00;64,14;16,12;
"K-B3 ACOEM SW 5";2025-05-01 15:00:00;67,56;15,04;
"K-B3 ACOEM SW 5";2025-05-01 14:00:00;69,74;14,17;
"K-B3 ACOEM SW 5";2025-05-01 13:00:00;67,35;14,45;
"K-B3 ACOEM SW 5";2025-05-01 12:00:00;65,98;14,45;
"K-B3 ACOEM SW 5";2025-05-01 11:00:00;61,76;15,25;
"K-B3 ACOEM SW 5";2025-05-01 10:00:00;57,81;16,37;
"K-B3 ACOEM SW 5";2025-05-01 09:00:00;61,07;14,83;
"K-B3 ACOEM SW 5";2025-05-01 08:00:00;71,77;10,55;
"K-B3 ACOEM SW 5";2025-05-01 07:00:00;78,23;8,37;
"K-B3 ACOEM SW 5";2025-05-01 06:00:00;79,84;8,05;
"K-B3 ACOEM SW 5";2025-05-01 05:00:00;79,89;8,24;
"K-B3 ACOEM SW 5";2025-05-01 04:00:00;76,40;9,10;
"K-B3 ACOEM SW 5";2025-05-01 03:00:00;69,04;10,38;
"K-B3 ACOEM SW 5";2025-05-01 02:00:00;68,14;10,79;
"K-B3 ACOEM SW 5";2025-05-01 01:00:00;72,56;11,17;
"K-B3 ACOEM SW 5";2025-05-01 00:00:00;68,19;12,36;
"K-B3 ACOEM SW 5";2025-04-30 23:00:00;55,20;15,16;
"K-B3 ACOEM SW 5";2025-04-30 22:00:00;40,21;17,83;
"K-B3 ACOEM SW 5";2025-04-30 21:00:00;33,50;20,14;
"K-B3 ACOEM SW 5";2025-04-30 20:00:00;30,81;20,83;
"K-B3 ACOEM SW 5";2025-04-30 19:00:00;27,08;21,67;
"K-B3 ACOEM SW 5";2025-04-30 18:00:00;22,82;22,24;
"K-B3 ACOEM SW 5";2025-04-30 17:00:00;21,31;22,85;
"K-B3 ACOEM SW 5";2025-04-30 16:00:00;28,00;22,93;
"K-B3 ACOEM SW 5";2025-04-30 15:00:00;40,19;21,98;
"K-B3 ACOEM SW 5";2025-04-30 14:00:00;35,41;21,90;
"K-B3 ACOEM SW 5";2025-04-30 13:00:00;41,39;20,17;
"K-B3 ACOEM SW 5";2025-04-30 12:00:00;56,05;16,79;
"K-B3 ACOEM SW 5";2025-04-30 11:00:00;68,44;14,40;
"K-B3 ACOEM SW 5";2025-04-30 10:00:00;73,85;13,02;
"K-B3 ACOEM SW 5";2025-04-30 09:00:00;76,84;12,05;
"K-B3 ACOEM SW 5";2025-04-30 08:00:00;79,24;11,12;
"K-B3 ACOEM SW 5";2025-04-30 07:00:00;78,68;10,88;
"K-B3 ACOEM SW 5";2025-04-30 06:00:00;77,55;10,77;
"K-B3 ACOEM SW 5";2025-04-30 05:00:00;75,12;11,02;
"K-B3 ACOEM SW 5";2025-04-30 04:00:00;73,92;11,33;
"K-B3 ACOEM SW 5";2025-04-30 03:00:00;72,98;11,62;
"K-B3 ACOEM SW 5";2025-04-30 02:00:00;70,86;12,13;
"K-B3 ACOEM SW 5";2025-04-30 01:00:00;64,41;13,08;
"K-B3 ACOEM SW 5";2025-04-30 00:00:00;59,44;14,17;
"K-B3 ACOEM SW 5";2025-04-29 23:00:00;55,35;15,28;
"K-B3 ACOEM SW 5";2025-04-29 22:00:00;52,30;16,54;
"K-B3 ACOEM SW 5";2025-04-29 21:00:00;47,48;18,46;
"K-B3 ACOEM SW 5";2025-04-29 20:00:00;42,57;19,76;
"K-B3 ACOEM SW 5";2025-04-29 19:00:00;37,38;21,46;
"K-B3 ACOEM SW 5";2025-04-29 18:00:00;33,42;22,54;
"K-B3 ACOEM SW 5";2025-04-29 17:00:00;28,70;22,63;
"K-B3 ACOEM SW 5";2025-04-29 16:00:00;30,12;22,38;
"K-B3 ACOEM SW 5";2025-04-29 15:00:00;36,85;21,35;
"K-B3 ACOEM SW 5";2025-04-29 14:00:00;37,33;19,83;
"K-B3 ACOEM SW 5";2025-04-29 13:00:00;43,15;18,72;
"K-B3 ACOEM SW 5";2025-04-29 12:00:00;33,04;19,94;
"K-B3 ACOEM SW 5";2025-04-29 11:00:00;36,25;16,87;
"K-B3 ACOEM SW 5";2025-04-29 10:00:00;41,39;14,88;
"K-B3 ACOEM SW 5";2025-04-29 09:00:00;48,83;12,55;
"K-B3 ACOEM SW 5";2025-04-29 08:00:00;57,03;10,13;
"K-B3 ACOEM SW 5";2025-04-29 07:00:00;61,52;8,89;
"K-B3 ACOEM SW 5";2025-04-29 06:00:00;62,06;9,15;
"K-B3 ACOEM SW 5";2025-04-29 05:00:00;59,89;9,87;
"K-B3 ACOEM SW 5";2025-04-29 04:00:00;60,13;10,37;
"K-B3 ACOEM SW 5";2025-04-29 03:00:00;61,93;10,75;
"K-B3 ACOEM SW 5";2025-04-29 02:00:00;64,62;11,13;
"K-B3 ACOEM SW 5";2025-04-29 01:00:00;65,58;11,83;
"K-B3 ACOEM SW 5";2025-04-29 00:00:00;66,34;12,71;
"K-B3 ACOEM SW 5";2025-04-28 23:00:00;67,24;13,71;
"K-B3 ACOEM SW 5";2025-04-28 22:00:00;67,39;14,88;
"K-B3 ACOEM SW 5";2025-04-28 21:00:00;64,30;16,21;
"K-B3 ACOEM SW 5";2025-04-28 20:00:00;60,65;17,46;
"K-B3 ACOEM SW 5";2025-04-28 19:00:00;58,18;18,34;
"K-B3 ACOEM SW 5";2025-04-28 18:00:00;57,94;18,37;
"K-B3 ACOEM SW 5";2025-04-28 17:00:00;55,16;19,26;
"K-B3 ACOEM SW 5";2025-04-28 16:00:00;55,38;19,07;
"K-B3 ACOEM SW 5";2025-04-28 15:00:00;56,49;19,05;
"K-B3 ACOEM SW 5";2025-04-28 14:00:00;51,91;19,81;
"K-B3 ACOEM SW 5";2025-04-28 13:00:00;56,79;18,35;
"K-B3 ACOEM SW 5";2025-04-28 12:00:00;64,94;16,67;
"K-B3 ACOEM SW 5";2025-04-28 11:00:00;74,68;14,15;
"K-B3 ACOEM SW 5";2025-04-28 10:00:00;79,52;12,75;
"K-B3 ACOEM SW 5";2025-04-28 09:00:00;84,83;11,20;
"K-B3 ACOEM SW 5";2025-04-28 08:00:00;88,62;10,02;
"K-B3 ACOEM SW 5";2025-04-28 07:00:00;89,69;9,43;
"K-B3 ACOEM SW 5";2025-04-28 06:00:00;89,60;9,03;
"K-B3 ACOEM SW 5";2025-04-28 05:00:00;89,75;8,83;
"K-B3 ACOEM SW 5";2025-04-28 04:00:00;89,37;8,90;
"K-B3 ACOEM SW 5";2025-04-28 03:00:00;87,35;8,85;
"K-B3 ACOEM SW 5";2025-04-28 02:00:00;83,47;9,00;
"K-B3 ACOEM SW 5";2025-04-28 01:00:00;78,29;9,63;
"K-B3 ACOEM SW 5";2025-04-28 00:00:00;80,44;10,15;
"K-B3 ACOEM SW 5";2025-04-27 23:00:00;77,96;10,88;
"K-B3 ACOEM SW 5";2025-04-27 22:00:00;73,91;11,60;
"K-B3 ACOEM SW 5";2025-04-27 21:00:00;72,70;12,01;
"K-B3 ACOEM SW 5";2025-04-27 20:00:00;76,84;12,18;
"K-B3 ACOEM SW 5";2025-04-27 19:00:00;73,64;12,99;
"K-B3 ACOEM SW 5";2025-04-27 18:00:00;70,97;13,90;
"K-B3 ACOEM SW 5";2025-04-27 17:00:00;68,50;14,49;
"K-B3 ACOEM SW 5";2025-04-27 16:00:00;68,63;14,37;
"K-B3 ACOEM SW 5";2025-04-27 15:00:00;67,34;14,82;
"K-B3 ACOEM SW 5";2025-04-27 14:00:00;69,09;14,05;
"K-B3 ACOEM SW 5";2025-04-27 13:00:00;69,59;13,58;
"K-B3 ACOEM SW 5";2025-04-27 12:00:00;68,21;13,27;
"K-B3 ACOEM SW 5";2025-04-27 11:00:00;64,88;13,13;
"K-B3 ACOEM SW 5";2025-04-27 10:00:00;70,52;11,32;
"K-B3 ACOEM SW 5";2025-04-27 09:00:00;73,72;9,33;
"K-B3 ACOEM SW 5";2025-04-27 08:00:00;81,23;6,55;
"K-B3 ACOEM SW 5";2025-04-27 07:00:00;88,15;5,16;
"K-B3 ACOEM SW 5";2025-04-27 06:00:00;87,56;4,17;
"K-B3 ACOEM SW 5";2025-04-27 05:00:00;85,29;3,47;
"K-B3 ACOEM SW 5";2025-04-27 04:00:00;83,83;3,71;
"K-B3 ACOEM SW 5";2025-04-27 03:00:00;83,56;3,87;
"K-B3 ACOEM SW 5";2025-04-27 02:00:00;82,27;4,18;
"K-B3 ACOEM SW 5";2025-04-27 01:00:00;81,01;4,99;
"K-B3 ACOEM SW 5";2025-04-27 00:00:00;76,34;6,37;
"K-B3 ACOEM SW 5";2025-04-26 23:00:00;72,24;7,63;
"K-B3 ACOEM SW 5";2025-04-26 22:00:00;66,97;9,14;
"K-B3 ACOEM SW 5";2025-04-26 21:00:00;60,24;10,72;
"K-B3 ACOEM SW 5";2025-04-26 20:00:00;53,60;11,68;
"K-B3 ACOEM SW 5";2025-04-26 19:00:00;49,02;12,92;
"K-B3 ACOEM SW 5";2025-04-26 18:00:00;48,30;13,42;
"K-B3 ACOEM SW 5";2025-04-26 17:00:00;49,67;13,63;
"K-B3 ACOEM SW 5";2025-04-26 16:00:00;46,29;14,06;
"K-B3 ACOEM SW 5";2025-04-26 15:00:00;47,30;13,59;
"K-B3 ACOEM SW 5";2025-04-26 14:00:00;50,69;13,85;
"K-B3 ACOEM SW 5";2025-04-26 13:00:00;55,75;13,14;
"K-B3 ACOEM SW 5";2025-04-26 12:00:00;55,02;12,68;
"K-B3 ACOEM SW 5";2025-04-26 11:00:00;53,51;12,10;
"K-B3 ACOEM SW 5";2025-04-26 10:00:00;48,63;12,00;
"K-B3 ACOEM SW 5";2025-04-26 09:00:00;62,58;8,30;
"K-B3 ACOEM SW 5";2025-04-26 08:00:00;73,36;4,40;
"K-B3 ACOEM SW 5";2025-04-26 07:00:00;79,70;2,42;
"K-B3 ACOEM SW 5";2025-04-26 06:00:00;69,47;3,16;
"K-B3 ACOEM SW 5";2025-04-26 05:00:00;69,08;3,31;
"K-B3 ACOEM SW 5";2025-04-26 04:00:00;72,62;3,07;
"K-B3 ACOEM SW 5";2025-04-26 03:00:00;72,34;3,38;
"K-B3 ACOEM SW 5";2025-04-26 02:00:00;71,70;3,75;
"K-B3 ACOEM SW 5";2025-04-26 01:00:00;69,98;4,31;
"K-B3 ACOEM SW 5";2025-04-26 00:00:00;69,55;4,93;
"K-B3 ACOEM SW 5";2025-04-25 23:00:00;64,73;6,14;
"K-B3 ACOEM SW 5";2025-04-25 22:00:00;58,74;7,69;
"K-B3 ACOEM SW 5";2025-04-25 21:00:00;53,18;9,31;
"K-B3 ACOEM SW 5";2025-04-25 20:00:00;50,50;10,03;
"K-B3 ACOEM SW 5";2025-04-25 19:00:00;49,01;10,36;
"K-B3 ACOEM SW 5";2025-04-25 18:00:00;49,99;10,44;
"K-B3 ACOEM SW 5";2025-04-25 17:00:00;50,61;10,73;
"K-B3 ACOEM SW 5";2025-04-25 16:00:00;50,52;10,84;
"K-B3 ACOEM SW 5";2025-04-25 15:00:00;52,59;9,85;
"K-B3 ACOEM SW 5";2025-04-25 14:00:00;54,53;9,31;
"K-B3 ACOEM SW 5";2025-04-25 13:00:00;54,57;8,86;
"K-B3 ACOEM SW 5";2025-04-25 12:00:00;55,06;8,45;
"K-B3 ACOEM SW 5";2025-04-25 11:00:00;54,66;7,97;
"K-B3 ACOEM SW 5";2025-04-25 10:00:00;55,24;7,42;
"K-B3 ACOEM SW 5";2025-04-25 09:00:00;53,39;6,62;
"K-B3 ACOEM SW 5";2025-04-25 08:00:00;52,35;5,81;
"K-B3 ACOEM SW 5";2025-04-25 07:00:00;55,57;5,44;
"K-B3 ACOEM SW 5";2025-04-25 06:00:00;60,13;6,18;
"K-B3 ACOEM SW 5";2025-04-25 05:00:00;63,28;7,03;
"K-B3 ACOEM SW 5";2025-04-25 04:00:00;62,23;7,85;
"K-B3 ACOEM SW 5";2025-04-25 03:00:00;66,71;8,27;
"K-B3 ACOEM SW 5";2025-04-25 02:00:00;73,63;8,26;
"K-B3 ACOEM SW 5";2025-04-25 01:00:00;74,35;8,53;
"K-B3 ACOEM SW 5";2025-04-25 00:00:00;77,23;8,93;
"K-B3 ACOEM SW 5";2025-04-24 23:00:00;77,69;9,69;
"K-B3 ACOEM SW 5";2025-04-24 22:00:00;76,55;10,56;
"K-B3 ACOEM SW 5";2025-04-24 21:00:00;34,04;16,04;
"K-B3 ACOEM SW 5";2025-04-24 20:00:00;19,34;18,59;
"K-B3 ACOEM SW 5";2025-04-24 19:00:00;21,35;19,63;
"K-B3 ACOEM SW 5";2025-04-24 18:00:00;30,05;19,95;
"K-B3 ACOEM SW 5";2025-04-24 17:00:00;47,41;18,84;
"K-B3 ACOEM SW 5";2025-04-24 16:00:00;53,78;18,11;
"K-B3 ACOEM SW 5";2025-04-24 15:00:00;59,31;16,10;
"K-B3 ACOEM SW 5";2025-04-24 14:00:00;56,82;16,96;
"K-B3 ACOEM SW 5";2025-04-24 13:00:00;59,64;16,29;
"K-B3 ACOEM SW 5";2025-04-24 12:00:00;59,75;16,08;
"K-B3 ACOEM SW 5";2025-04-24 11:00:00;60,26;15,71;
"K-B3 ACOEM SW 5";2025-04-24 10:00:00;60,59;14,51;
"K-B3 ACOEM SW 5";2025-04-24 09:00:00;70,53;11,92;
"K-B3 ACOEM SW 5";2025-04-24 08:00:00;81,32;8,50;
"K-B3 ACOEM SW 5";2025-04-24 07:00:00;84,58;7,51;
"K-B3 ACOEM SW 5";2025-04-24 06:00:00;84,21;7,70;
"K-B3 ACOEM SW 5";2025-04-24 05:00:00;83,17;7,88;
"K-B3 ACOEM SW 5";2025-04-24 04:00:00;81,97;8,21;
"K-B3 ACOEM SW 5";2025-04-24 03:00:00;81,67;8,38;
"K-B3 ACOEM SW 5";2025-04-24 02:00:00;81,47;8,48;
"K-B3 ACOEM SW 5";2025-04-24 01:00:00;81,63;8,47;
"K-B3 ACOEM SW 5";2025-04-24 00:00:00;79,32;8,86;
"K-B3 ACOEM SW 5";2025-04-23 23:00:00;74,22;9,92;
"K-B3 ACOEM SW 5";2025-04-23 22:00:00;72,80;11,10;
"K-B3 ACOEM SW 5";2025-04-23 21:00:00;66,92;12,61;
"K-B3 ACOEM SW 5";2025-04-23 20:00:00;64,12;13,15;
"K-B3 ACOEM SW 5";2025-04-23 19:00:00;61,73;14,20;
"K-B3 ACOEM SW 5";2025-04-23 18:00:00;60,56;13,89;
"K-B3 ACOEM SW 5";2025-04-23 17:00:00;63,12;13,87;
"K-B3 ACOEM SW 5";2025-04-23 16:00:00;65,80;14,06;
"K-B3 ACOEM SW 5";2025-04-23 15:00:00;62,12;15,27;
"K-B3 ACOEM SW 5";2025-04-23 14:00:00;59,41;15,80;
"K-B3 ACOEM SW 5";2025-04-23 13:00:00;61,93;15,17;
"K-B3 ACOEM SW 5";2025-04-23 12:00:00;67,99;13,25;
"K-B3 ACOEM SW 5";2025-04-23 11:00:00;70,68;12,60;
"K-B3 ACOEM SW 5";2025-04-23 10:00:00;71,06;12,61;
"K-B3 ACOEM SW 5";2025-04-23 09:00:00;81,67;9,61;
"K-B3 ACOEM SW 5";2025-04-23 08:00:00;89,33;7,14;
"K-B3 ACOEM SW 5";2025-04-23 07:00:00;89,44;6,77;
"K-B3 ACOEM SW 5";2025-04-23 06:00:00;89,68;6,83;
"K-B3 ACOEM SW 5";2025-04-23 05:00:00;89,21;7,01;
"K-B3 ACOEM SW 5";2025-04-23 04:00:00;89,45;7,00;
"K-B3 ACOEM SW 5";2025-04-23 03:00:00;89,11;7,26;
"K-B3 ACOEM SW 5";2025-04-23 02:00:00;88,24;7,65;
"K-B3 ACOEM SW 5";2025-04-23 01:00:00;87,78;7,94;
"K-B3 ACOEM SW 5";2025-04-23 00:00:00;85,95;8,51;
"K-B3 ACOEM SW 5";2025-04-22 23:00:00;84,59;9,00;
"K-B3 ACOEM SW 5";2025-04-22 22:00:00;82,85;9,43;
"K-B3 ACOEM SW 5";2025-04-22 21:00:00;81,76;9,60;
"K-B3 ACOEM SW 5";2025-04-22 20:00:00;79,49;10,10;
"K-B3 ACOEM SW 5";2025-04-22 19:00:00;78,06;10,46;
"K-B3 ACOEM SW 5";2025-04-22 18:00:00;75,77;10,87;
"K-B3 ACOEM SW 5";2025-04-22 17:00:00;76,50;10,56;
"K-B3 ACOEM SW 5";2025-04-22 16:00:00;75,15;10,64;
"K-B3 ACOEM SW 5";2025-04-22 15:00:00;74,99;10,43;
"K-B3 ACOEM SW 5";2025-04-22 14:00:00;76,70;10,11;
"K-B3 ACOEM SW 5";2025-04-22 13:00:00;77,42;9,67;
"K-B3 ACOEM SW 5";2025-04-22 12:00:00;78,15;9,28;
"K-B3 ACOEM SW 5";2025-04-22 11:00:00;78,87;8,74;
"K-B3 ACOEM SW 5";2025-04-22 10:00:00;81,01;8,20;
"K-B3 ACOEM SW 5";2025-04-22 09:00:00;83,86;7,67;
"K-B3 ACOEM SW 5";2025-04-22 08:00:00;87,96;7,14;
"K-B3 ACOEM SW 5";2025-04-22 07:00:00;88,91;7,03;
"K-B3 ACOEM SW 5";2025-04-22 06:00:00;87,66;7,17;
"K-B3 ACOEM SW 5";2025-04-22 05:00:00;86,84;7,28;
"K-B3 ACOEM SW 5";2025-04-22 04:00:00;86,37;7,41;
"K-B3 ACOEM SW 5";2025-04-22 03:00:00;86,44;7,43;
"K-B3 ACOEM SW 5";2025-04-22 02:00:00;86,97;7,33;
"K-B3 ACOEM SW 5";2025-04-22 01:00:00;85,35;7,47;
"K-B3 ACOEM SW 5";2025-04-22 00:00:00;83,33;7,64;
"K-B3 ACOEM SW 5";2025-04-21 23:00:00;83,33;7,64;
"K-B3 ACOEM SW 5";2025-04-21 22:00:00;83,24;7,79;
"K-B3 ACOEM SW 5";2025-04-21 21:00:00;82,81;7,87;
"K-B3 ACOEM SW 5";2025-04-21 20:00:00;80,52;8,21;
"K-B3 ACOEM SW 5";2025-04-21 19:00:00;77,33;8,88;
"K-B3 ACOEM SW 5";2025-04-21 18:00:00;73,38;9,73;
"K-B3 ACOEM SW 5";2025-04-21 17:00:00;71,07;10,08;
"K-B3 ACOEM SW 5";2025-04-21 16:00:00;68,97;10,61;
"K-B3 ACOEM SW 5";2025-04-21 15:00:00;67,70;11,01;
"K-B3 ACOEM SW 5";2025-04-21 14:00:00;66,60;11,05;
"K-B3 ACOEM SW 5";2025-04-21 13:00:00;63,28;11,54;
"K-B3 ACOEM SW 5";2025-04-21 12:00:00;62,91;11,36;
"K-B3 ACOEM SW 5";2025-04-21 11:00:00;64,11;10,81;
"K-B3 ACOEM SW 5";2025-04-21 10:00:00;70,47;9,30;
"K-B3 ACOEM SW 5";2025-04-21 09:00:00;77,04;7,58;
"K-B3 ACOEM SW 5";2025-04-21 08:00:00;81,05;6,98;
"K-B3 ACOEM SW 5";2025-04-21 07:00:00;86,02;6,10;
"K-B3 ACOEM SW 5";2025-04-21 06:00:00;84,30;6,78;
"K-B3 ACOEM SW 5";2025-04-21 05:00:00;81,74;7,30;
"K-B3 ACOEM SW 5";2025-04-21 04:00:00;82,13;7,31;
"K-B3 ACOEM SW 5";2025-04-21 03:00:00;82,97;7,40;
"K-B3 ACOEM SW 5";2025-04-21 02:00:00;82,22;7,68;
"K-B3 ACOEM SW 5";2025-04-21 01:00:00;82,60;7,74;
"K-B3 ACOEM SW 5";2025-04-21 00:00:00;81,73;7,87;
"K-B3 ACOEM SW 5";2025-04-20 23:00:00;80,78;7,97;
"K-B3 ACOEM SW 5";2025-04-20 22:00:00;81,23;8,04;
"K-B3 ACOEM SW 5";2025-04-20 21:00:00;81,56;8,17;
"K-B3 ACOEM SW 5";2025-04-20 20:00:00;80,63;8,25;
"K-B3 ACOEM SW 5";2025-04-20 19:00:00;79,36;8,60;
"K-B3 ACOEM SW 5";2025-04-20 18:00:00;77,76;8,96;
"K-B3 ACOEM SW 5";2025-04-20 17:00:00;77,82;9,23;
"K-B3 ACOEM SW 5";2025-04-20 16:00:00;71,72;9,63;
"K-B3 ACOEM SW 5";2025-04-20 15:00:00;72,82;9,37;
"K-B3 ACOEM SW 5";2025-04-20 14:00:00;75,86;9,01;
"K-B3 ACOEM SW 5";2025-04-20 13:00:00;79,80;8,58;
"K-B3 ACOEM SW 5";2025-04-20 12:00:00;83,66;8,10;
"K-B3 ACOEM SW 5";2025-04-20 11:00:00;89,28;7,37;
"K-B3 ACOEM SW 5";2025-04-20 10:00:00;91,51;6,93;
"K-B3 ACOEM SW 5";2025-04-20 09:00:00;89,60;6,92;
"K-B3 ACOEM SW 5";2025-04-20 08:00:00;86,70;7,06;
"K-B3 ACOEM SW 5";2025-04-20 07:00:00;86,97;6,97;
"K-B3 ACOEM SW 5";2025-04-20 06:00:00;89,89;6,82;
"K-B3 ACOEM SW 5";2025-04-20 05:00:00;91,70;6,82;
"K-B3 ACOEM SW 5";2025-04-20 04:00:00;92,43;6,87;
"K-B3 ACOEM SW 5";2025-04-20 03:00:00;91,36;7,14;
"K-B3 ACOEM SW 5";2025-04-20 02:00:00;88,21;7,59;
"K-B3 ACOEM SW 5";2025-04-20 01:00:00;88,35;7,87;
"K-B3 ACOEM SW 5";2025-04-20 00:00:00;88,91;8,21;
"K-B3 ACOEM SW 5";2025-04-19 23:00:00;90,76;8,31;
"K-B3 ACOEM SW 5";2025-04-19 22:00:00;89,66;8,83;
"K-B3 ACOEM SW 5";2025-04-19 21:00:00;87,79;9,42;
"K-B3 ACOEM SW 5";2025-04-19 20:00:00;86,21;9,88;
"K-B3 ACOEM SW 5";2025-04-19 19:00:00;86,71;10,27;
"K-B3 ACOEM SW 5";2025-04-19 18:00:00;85,55;10,55;
"K-B3 ACOEM SW 5";2025-04-19 17:00:00;82,51;11,05;
"K-B3 ACOEM SW 5";2025-04-19 16:00:00;83,87;11,09;
"K-B3 ACOEM SW 5";2025-04-19 15:00:00;79,12;11,68;
"K-B3 ACOEM SW 5";2025-04-19 14:00:00;73,34;12,52;
"K-B3 ACOEM SW 5";2025-04-19 13:00:00;63,71;14,01;
"K-B3 ACOEM SW 5";2025-04-19 12:00:00;56,79;14,52;
"K-B3 ACOEM SW 5";2025-04-19 11:00:00;52,31;13,45;
"K-B3 ACOEM SW 5";2025-04-19 10:00:00;53,64;11,52;
"K-B3 ACOEM SW 5";2025-04-19 09:00:00;61,91;8,88;
"K-B3 ACOEM SW 5";2025-04-19 08:00:00;62,75;8,44;
"K-B3 ACOEM SW 5";2025-04-19 07:00:00;63,57;8,17;
"K-B3 ACOEM SW 5";2025-04-19 06:00:00;63,08;8,32;
"K-B3 ACOEM SW 5";2025-04-19 05:00:00;65,20;8,04;
"K-B3 ACOEM SW 5";2025-04-19 04:00:00;67,37;8,14;
